租金,押金,户型,面积,朝向,楼层,装修,类型,小区,街道,房屋编码,更新时间
2100,付3押1,1室1厅1卫,45平方米,南北,低层(共31层),精装修,普通住宅,中海御湖翰苑(商住楼),商住楼,3110518358564873,2023年07月16日
2300,付1押1,1室1厅1卫,45平方米,朝南,中层(共6层),豪华装修,普通住宅,宾水南里,河西 天塔,3113009387199492,2023年07月16日
2300,付3押1,2室1厅1卫,39.8平方米,南北,低层(共7层),精装修,普通住宅,文苑楼,河西 友谊路,2998820886387722,2023年07月15日
1100,付3押1,1室1厅1卫,37.3平方米,朝南,低层(共28层),精装修,普通住宅,辰庆家园,北辰 北仓,3113279988719620,2023年07月16日
1500,面议,2室1厅1卫,90平方米,南北,高层(共34层),简单装修,普通住宅,津南新城合茂园,津南 咸水沽,3113335773176844,2023年07月15日
4100,付3押1,2室1厅1卫,90平方米,朝东,中层(共23层),精装修,普通住宅,铜锣湾花园,南开 鼓楼,3111643530698766,2023年07月16日
2500,付3押1,2室2厅1卫,90平方米,朝南,高层(共14层),精装修,普通住宅,远洋新干线,东丽 空港经济区,3114501739781124,2023年07月16日
1800,付3押1,1室1厅1卫,40平方米,朝南,高层(共7层),精装修,普通住宅,瑞德里,南开 广开街,3050834799877121,2023年07月16日
1800,付3押1,1室1厅1卫,59平方米,南北,高层(共11层),精装修,普通住宅,宝翠花都探景园,北辰 瑞景街,3113550187699204,2023年07月16日
2900,付3押1,2室2厅1卫,78.3平方米,东西,高层(共6层),精装修,普通住宅,飞云里,南开 万兴街,3114558613691406,2023年07月16日
2400,付3押1,1室1厅1卫,70平方米,南北,高层(共41层),精装修,普通住宅,君临大厦,河北 光复道街,3111794392949760,2023年07月16日
1500,面议,2室1厅1卫,80平方米,南北,高层(共25层),简单装修,普通住宅,鑫洋园,津南 咸水沽,3114519790265346,2023年07月16日
3500,付3押1,3室1厅2卫,102.8平方米,朝南,高层(共6层),精装修,普通住宅,水木天成阁林园,红桥 西沽街,3066400611097606,2023年07月16日
1600,付3押1,1室1厅1卫,53.9平方米,西北,低层(共6层),精装修,普通住宅,桂江里(河西),河西,3110510686135306,2023年07月16日
1300,面议,2室1厅1卫,75平方米,南北,高层(共15层),精装修,普通住宅,泉昇佳苑中区,武清 黄庄街,3111778610979840,2023年07月16日
1400,付3押1,1室1厅1卫,50平方米,南北,中层(共6层),精装修,普通住宅,翠涛东里,北辰 宜兴埠,3113076038409226,2023年07月16日
2700,付3押1,2室1厅1卫,98平方米,南北,中层(共6层),精装修,普通住宅,中盈小区,开发区 第三大街,3112030741322761,2023年07月16日
2000,付3押1,2室1厅1卫,90平方米,南北,低层(共20层),简单装修,普通住宅,新城福津园,大港 世纪大道,3111758812094478,2023年07月16日
1200,面议,1室1厅1卫,61平方米,南北,高层(共19层),精装修,普通住宅,丽泽花园(武清),武清,3112138318667791,2023年07月16日
3000,付3押1,2室1厅1卫,76.5平方米,南北,高层(共6层),精装修,普通住宅,水西园,红桥 芥园街,3041130531430413,2023年07月16日
4500,付1押1,2室1厅1卫,99平方米,朝南,低层(共17层),精装修,普通住宅,新安花园,南开 鼓楼,3113297155269641,2023年07月16日
1700,付3押1,3室1厅1卫,94平方米,朝南,中层(共30层),简单装修,普通住宅,盛泽园,北辰 青光,3106186295876611,2023年07月16日
2500,付3押1,3室2厅1卫,106平方米,南北,高层(共7层),豪华装修,普通住宅,路劲赞成,津南 海河教育园区,3114853886682122,2023年07月16日
2600,付3押1,2室1厅1卫,59平方米,南北,高层(共6层),精装修,普通住宅,新庆里,南开 广开街,3113127442768896,2023年07月16日
1600,半年付押1,2室2厅1卫,73平方米,朝南,中层(共28层),精装修,普通住宅,保利上河雅颂(南区),南区,3113332463215617,2023年07月15日
1500,付3押1,2室2厅1卫,90平方米,朝南,高层(共21层),简单装修,普通住宅,水岸花园,塘沽 北塘街,3111790082334723,2023年07月16日,1500,付3押1,2室2厅1卫,90平方米,朝南,高层(共21层),简单装修,普通住宅,水岸花园,塘沽 北塘街,3111790082334723,2023年07月16日
2200,付3押1,1室1厅1卫,53平方米,朝南,中层(共28层),精装修,普通住宅,兰江新苑,河西 小海地,3111761611873292,2023年07月16日
1500,付3押1,2室1厅1卫,75平方米,朝南,低层(共22层),精装修,普通住宅,金益园,津南 咸水沽,3114479029018634,2023年07月16日,1500,付3押1,2室1厅1卫,75平方米,朝南,低层(共22层),精装修,普通住宅,金益园,津南 咸水沽,3114479029018634,2023年07月16日
1500,面议,2室2厅1卫,102平方米,南北,中层(共25层),精装修,普通住宅,天锦园,宝坻 海滨街,3111869521798145,2023年07月16日,1500,面议,2室2厅1卫,102平方米,南北,中层(共25层),精装修,普通住宅,天锦园,宝坻 海滨街,3111869521798145,2023年07月16日
5600,付3押1,2室1厅1卫,180.8平方米,朝北,中层(共27层),简单装修,普通住宅,金海岸公寓,河北 望海楼街,3114548598300685,2023年07月16日
2500,付3押1,3室1厅1卫,99平方米,南北,高层(共11层),精装修,普通住宅,文德花园,津南 海河教育园区,3114739527834629,2023年07月16日,2500,付3押1,3室1厅1卫,99平方米,南北,高层(共11层),精装修,普通住宅,文德花园,津南 海河教育园区,3114739527834629,2023年07月16日
1500,面议,2室1厅1卫,82平方米,南北,中层(共28层),简单装修,普通住宅,津南新城合雅园,津南 咸水沽,3113379498927110,2023年07月16日
2500,付3押1,3室2厅2卫,131.7平方米,南北,中层(共6层),精装修,普通住宅,逸园,东丽 华明镇,3112032611753986,2023年07月16日,2500,付3押1,3室2厅2卫,131.7平方米,南北,中层(共6层),精装修,普通住宅,逸园,东丽 华明镇,3112032611753986,2023年07月16日
1500,付3押1,2室1厅1卫,81.4平方米,南北,高层(共21层),简单装修,普通住宅,舒畅嘉园,东丽 地毯路,3113267740746753,2023年07月16日
1700,付3押1,2室1厅1卫,65平方米,南北,中层(共7层),精装修,普通住宅,新华里(滨海),滨海,3113458994600966,2023年07月16日,1700,付3押1,2室1厅1卫,65平方米,南北,中层(共7层),精装修,普通住宅,新华里(滨海),滨海,3113458994600966,2023年07月16日
2600,付3押1,2室1厅1卫,51平方米,朝南,高层(共7层),精装修,普通住宅,利合里,河西 下瓦房,3113530590878731,2023年07月16日
3300,付3押1,1室1厅1卫,57平方米,朝南,中层(共28层),精装修,公寓,新汇华庭(商住楼),商住楼,3111658474578956,2023年07月16日
1700,付3押1,1室1厅1卫,40平方米,朝南,中层(共6层),精装修,普通住宅,桥园里(河北),河北,3110694072919053,2023年07月16日
2800,付3押1,1室1厅1卫,50平方米,朝南,高层(共6层),精装修,普通住宅,勤建里,和平 新兴街,3113497336849423,2023年07月15日
1600,面议,2室2厅1卫,91.2平方米,南北,低层(共27层),简单装修,普通住宅,鸿坤原乡郡,武清 杨村街,3111716068121609,2023年07月16日
2600,付3押1,2室2厅1卫,72平方米,南北,中层(共15层),简单装修,普通住宅,金隅悦城品香苑,东丽 张贵庄街,3113325143531526,2023年07月16日
4200,付3押1,1室1厅1卫,57平方米,朝西,低层(共27层),简单装修,公寓,北辰红星国际广场(商住楼),商住楼,3107538706506752,2023年07月16日
3800,付3押1,2室1厅1卫,96平方米,南北,高层(共29层),精装修,普通住宅,雅仕兰庭,河东 富民路,3114514759394309,2023年07月16日
1700,付3押1,1室1厅1卫,40平方米,朝南,中层(共6层),精装修,普通住宅,湘潭里,红桥 西沽街,3114863409437704,2023年07月16日
2200,付3押1,2室2厅1卫,86平方米,朝南,低层(共32层),精装修,普通住宅,金地格林世界棕榈苑,津南 双港,3111600612090884,2023年07月16日
1200,付1押1,1室1厅1卫,50平方米,朝南,共4层,精装修,普通住宅,滨海人家(一期),塘沽 杭州道街,2998311171990531,2023年07月16日
4000,付3押1,3室2厅2卫,150平方米,南北,高层(共11层),精装修,普通住宅,阳光100国际新城东园,南开 体育中心,3114449747337222,2023年07月16日
1800,付3押1,2室2厅1卫,66.8平方米,南北,低层(共6层),精装修,普通住宅,双街新家园,北辰 双街镇,3113055410494468,2023年07月16日
1800,面议,2室1厅1卫,99平方米,朝南,高层(共16层),精装修,普通住宅,荔隆观邸,武清 杨村街,3114601233195016,2023年07月16日
2700,付3押1,2室1厅1卫,91平方米,南北,中层(共33层),精装修,普通住宅,隆达新苑,河北 江都路街,3113511526489100,2023年07月16日
2200,付3押1,2室1厅1卫,94平方米,南北,高层(共6层),精装修,普通住宅,馨苑小区,塘沽 新港街,3113369437084672,2023年07月16日
2800,付3押1,3室1厅1卫,140平方米,南北,高层(共6层),精装修,普通住宅,中铁十八局集团(北区),北区,3111630088821775,2023年07月16日
1800,面议,2室1厅1卫,90平方米,南北,共5层,精装修,普通住宅,阳光佳园一里, ,3114482550891523,2023年07月16日
2700,付1押1,2室1厅1卫,80平方米,朝南,低层(共30层),精装修,普通住宅,君临大厦,河北 光复道街,3113440291464202,2023年07月16日
1500,面议,1室1厅1卫,55.1平方米,朝东,高层(共32层),简单装修,普通住宅,民畅园,红桥 咸阳北路街,3113606823255041,2023年07月16日
1600,付1押1,1室1厅1卫,40平方米,朝南,高层(共7层),精装修,普通住宅,迎风里,南开 王顶堤,3113623998013446,2023年07月16日
3300,面议,2室1厅1卫,70平方米,南北,高层(共6层),精装修,普通住宅,莲安里,南开 嘉陵道,3112836145292303,2023年07月16日
1400,付3押1,2室2厅1卫,83平方米,朝南,低层(共18层),精装修,普通住宅,星安庭苑,北辰 北辰周边,3060909887036429,2023年07月16日
2300,年付押1,3室1厅1卫,100平方米,南北,中层(共33层),简单装修,普通住宅,保利上河雅颂(南区),南区,3114419889677325,2023年07月16日
2200,付3押1,2室1厅1卫,92平方米,朝南,低层(共26层),精装修,普通住宅,金城嘉园,宁河 芦台镇,3112224461398020,2023年07月16日
1900,付3押1,1室1厅1卫,41平方米,南北,中层(共7层),精装修,普通住宅,卫安北里,南开 广开街,3111618094129158,2023年07月16日
1200,付3押1,1室1厅1卫,32平方米,南北,高层(共8层),豪华装修,普通住宅,礼貌东里小区,红桥 西沽街,2983104302345226,2023年07月16日
1300,面议,1室1厅1卫,60平方米,朝南,低层(共27层),精装修,普通住宅,经纬城市绿洲华清家园,武清 杨村街,3113051138514955,2023年07月16日
2200,付3押1,1室1厅1卫,40平方米,南北,中层(共6层),精装修,普通住宅,宾水东里,河西 天塔,3113820954027022,2023年07月16日
1700,面议,2室1厅1卫,70平方米,朝南,低层(共19层),精装修,普通住宅,盛世家园,武清 杨村街,3111669017615369,2023年07月16日
1500,付3押1,2室0厅1卫,68平方米,东南,中层(共32层),简单装修,普通住宅,和睦园,塘沽 西大沽街,3114501907323916,2023年07月16日
1400,付3押1,2室1厅1卫,78平方米,朝南,中层(共15层),精装修,普通住宅,新城悦隽风华滨斓苑,北辰 大张庄镇,3113671829445645,2023年07月16日
2500,付3押1,2室1厅2卫,55平方米,南北,中层(共9层),简单装修,普通住宅,童年湖,东丽 空港经济区,3091832640134156,2023年07月14日
2300,付3押1,1室1厅1卫,54平方米,西南,高层(共29层),精装修,普通住宅,熙汇广场,南开 黄河道,3114848138518539,2023年07月16日
1000,面议,1室1厅1卫,55平方米,南北,低层(共21层),简单装修,普通住宅,状元城,宝坻 朝霞街,3112997770238982,2023年07月16日
2300,付1押1,2室2厅1卫,100平方米,南北,共5层,精装修,普通住宅,富家湾, ,3114691916749836,2023年07月16日
1900,付3押1,2室1厅1卫,43平方米,朝南,高层(共6层),精装修,普通住宅,清源楼,红桥 咸阳北路街,3113306557029378,2023年07月16日
2100,半年付押1,2室2厅1卫,99平方米,南北,共5层,精装修,普通住宅,雍馨花园, ,3114667701051399,2023年07月16日
1600,付3押1,1室1厅1卫,44平方米,朝南,中层(共6层),精装修,普通住宅,春畅里,南开 向阳路,3113290365672455,2023年07月16日
2500,付3押1,2室2厅1卫,91平方米,南北,高层(共34层),精装修,普通住宅,鸿正富贵嘉园,塘沽 新港街,3114780121572358,2023年07月16日
2200,付3押1,1室1厅1卫,87平方米,朝南,高层(共14层),简单装修,普通住宅,金泰丽湾,东丽 华明镇,3106122434404365,2023年07月16日
2100,半年付押1,2室2厅1卫,100平方米,朝南,低层(共6层),精装修,普通住宅,栖仙温泉公寓中区,武清 杨村街,3114533419311113,2023年07月16日
2600,付3押1,2室1厅1卫,96平方米,南北,高层(共11层),精装修,普通住宅,君悦花苑,西青 张家窝,3102186762525709,2023年07月16日
1900,付3押1,1室1厅1卫,43.1平方米,南北,低层(共6层),精装修,普通住宅,燕园里,南开 王顶堤,3114559763979272,2023年07月16日
2500,付3押1,2室2厅1卫,79平方米,南北,低层(共29层),精装修,普通住宅,假日盈润园,西青 中北,3111654411575297,2023年07月15日
2000,付3押1,1室1厅1卫,41.7平方米,朝南,低层(共6层),精装修,普通住宅,长青北里,河北 建昌道街,3114419539862532,2023年07月16日
1100,面议,1室1厅1卫,53.9平方米,朝南,中层(共27层),精装修,普通住宅,五子家园,蓟州 罗庄子镇,3111685657468939,2023年07月16日
1300,付3押1,1室1厅1卫,45平方米,南北,高层(共6层),精装修,普通住宅,宇萃里,河北 王串场街,3113655288044554,2023年07月15日
2400,付3押1,3室1厅1卫,93平方米,南北,低层(共16层),简单装修,普通住宅,社会山南苑,西青 张家窝,3111652150778887,2023年07月15日
2200,付3押1,1室1厅1卫,40平方米,朝南,高层(共7层),精装修,普通住宅,延生里,南开 兴南街,3114762540704777,2023年07月16日
2400,付3押1,3室3厅3卫,110平方米,南北,高层(共11层),精装修,普通住宅,联发欣悦学府,塘沽 北塘街,3113149367917569,2023年07月16日
1400,付1押1,2室1厅1卫,94平方米,南北,高层(共22层),精装修,普通住宅,东岸虹苑,汉沽 寨上街,3110600160863239,2023年07月14日
2500,面议,2室1厅1卫,93平方米,南北,中层(共21层),精装修,普通住宅,振业名邸,红桥 双环邨街,3031264170122251,2023年07月16日
2800,面议,2室1厅1卫,48平方米,南北,高层(共6层),精装修,普通住宅,祺寿里,河西 大营门,3112066397625359,2023年07月16日
2500,面议,3室2厅2卫,98平方米,南北,高层(共11层),精装修,普通住宅,融侨阳光城皓玥,西青 张家窝,3113070499257352,2023年07月16日
1100,付3押1,1室1厅1卫,40平方米,朝南,高层(共6层),精装修,普通住宅,黄海里,河西 柳林,3113087665185805,2023年07月16日
2500,付3押1,3室2厅1卫,89平方米,南北,高层(共9层),精装修,普通住宅,万科四季花城雅园,西青 张家窝,3098942561035277,2023年07月16日
1400,付3押1,1室1厅1卫,32平方米,朝南,低层(共6层),精装修,普通住宅,光荣楼,红桥 丁字沽街,3113439227108352,2023年07月16日
2800,付3押1,3室1厅1卫,97平方米,南北,高层(共26层),精装修,普通住宅,招商公园1872,西青 张家窝,3111600861666313,2023年07月16日
2200,付1押1,1室1厅1卫,55平方米,南北,高层(共7层),精装修,普通住宅,善安里,河北 光复道街,3113068482911242,2023年07月16日
4500,付3押1,2室1厅1卫,115平方米,东南,低层(共27层),精装修,普通住宅,悦海大厦,河北 光复道街,3113297267024901,2023年07月16日
2000,付3押1,3室2厅1卫,109.3平方米,南北,低层(共27层),精装修,普通住宅,欧铂城小区,北辰 小淀,3113264659570692,2023年07月16日
2500,面议,2室1厅1卫,82平方米,南北,低层(共27层),精装修,普通住宅,宝福家园,津南 双港,3114473459997700,2023年07月16日
2900,付3押1,1室1厅1卫,59.5平方米,朝东,中层(共32层),精装修,普通住宅,吉利花园,和平 南营门,3114506409730063,2023年07月16日
1400,付3押1,1室1厅1卫,53平方米,南北,中层(共30层),精装修,普通住宅,和苑梦和园,红桥 西营门街,3111584990060553,2023年07月16日
1950,付3押1,1室1厅1卫,50平方米,朝南,高层(共6层),精装修,普通住宅,潞河园,红桥 丁字沽街,3111859301277706,2023年07月16日
2200,付3押1,2室1厅1卫,85.8平方米,南北,高层(共6层),精装修,普通住宅,龙禧园,红桥 西沽街,3111582323287045,2023年07月16日
1000,付3押1,1室1厅1卫,70平方米,西北,低层(共33层),简单装修,普通住宅,招商依水郡,静海 团泊镇,3113369301738507,2023年07月15日
3000,付3押1,2室1厅1卫,88平方米,朝南,共4层,精装修,普通住宅,锦润华庭, ,3114704732937216,2023年07月16日
2200,付3押1,2室1厅1卫,59.2平方米,南北,高层(共6层),精装修,普通住宅,长治里,南开 万兴街,3111989237604362,2023年07月16日
2400,付3押1,2室1厅1卫,93平方米,南北,共5层,精装修,普通住宅,福渔园, ,3079614592228358,2023年07月16日
2400,付3押1,3室2厅2卫,131.9平方米,南北,高层(共8层),简单装修,普通住宅,紫罗园,北辰 集贤里,3113493526520844,2023年07月16日
3200,付3押1,2室2厅1卫,88平方米,朝南,中层(共28层),精装修,普通住宅,雅境新枫尚,河西 梅江,3112027348132878,2023年07月16日
2600,付3押1,2室1厅1卫,66平方米,东南,低层(共6层),精装修,普通住宅,益鑫里,红桥 卲公庄街,3105039383110668,2023年07月16日
2600,付3押1,2室1厅1卫,96平方米,朝南,中层(共14层),精装修,普通住宅,翠海佳园,东丽 程林街,3113347168083977,2023年07月16日
1800,付3押1,2室1厅1卫,86.8平方米,朝南,中层(共28层),精装修,普通住宅,富锦华庭,北辰 北仓,3094869133419526,2023年07月16日
2300,付3押1,1室1厅1卫,70.1平方米,朝南,中层(共32层),精装修,普通住宅,隆达新苑,河北 江都路街,3114385995375631,2023年07月16日
2000,付3押1,2室1厅1卫,70平方米,南北,低层(共7层),精装修,普通住宅,栖霞里,红桥 西沽街,3111970576130048,2023年07月16日
1800,付3押1,2室1厅1卫,65平方米,南北,低层(共6层),精装修,普通住宅,容彩里,河北 王串场街,3114572957131780,2023年07月16日,1800,付3押1,2室1厅1卫,65平方米,南北,低层(共6层),精装修,普通住宅,容彩里,河北 王串场街,3114572957131780,2023年07月16日
1300,付3押1,3室1厅1卫,68平方米,南北,低层(共10层),精装修,普通住宅,宝德云湾,塘沽 新城镇,3113523547529221,2023年07月16日
1500,付3押1,1室1厅1卫,48.4平方米,朝东,中层(共32层),精装修,普通住宅,和睦园,塘沽 西大沽街,3114483816652813,2023年07月16日
6600,付3押1,3室2厅2卫,105平方米,东南,高层(共28层),精装修,普通住宅,中交海河公馆,南开 鼓楼,3113559250197506,2023年07月16日
1800,付3押1,2室1厅1卫,86.8平方米,朝南,中层(共28层),精装修,普通住宅,富锦华庭,北辰 北仓,3089364534535168,2023年07月16日
1400,付3押1,1室1厅1卫,43平方米,南北,高层(共6层),精装修,普通住宅,丹江里,河北 靖江路街,3113066181827586,2023年07月16日
2400,付3押1,3室2厅2卫,117平方米,南北,中层(共8层),精装修,普通住宅,融创臻园兰禾嘉苑,北辰 宜兴埠,3113364407002117,2023年07月16日
1500,面议,3室2厅2卫,129平方米,南北,中层(共17层),精装修,普通住宅,蝶恋祥园,宝坻 宝平街,3113303968865282,2023年07月16日
1900,付3押1,2室1厅1卫,60平方米,南北,中层(共6层),精装修,普通住宅,官易里,南开 向阳路,3113485584440326,2023年07月16日
2300,面议,1室1厅1卫,56平方米,南北,低层(共9层),精装修,普通住宅,爱丽家园西区,开发区 第三大街,3113259728460807,2023年07月16日
4500,付3押1,2室1厅1卫,49平方米,南北,中层(共8层),精装修,普通住宅,裕德里,和平 南市,3114472456838159,2023年07月16日
1800,年付,2室1厅1卫,88平方米,南北,低层(共18层),精装修,普通住宅,富锦华庭,北辰 北仓,3112073098173441,2023年07月16日
2000,付3押1,1室1厅1卫,44.9平方米,东西,高层(共8层),精装修,普通住宅,新城小区,河西 挂甲寺,3079111490542599,2023年07月16日
1700,半年付押1,3室2厅1卫,120平方米,南北,共5层,精装修,普通住宅,新湾花园(北园),武清 杨村街,3112963655195658,2023年07月16日
3200,付3押1,2室2厅1卫,88.2平方米,南北,中层(共6层),精装修,普通住宅,雅园,开发区 第三大街,3109069472343054,2023年07月15日
1100,付3押1,1室1厅1卫,63.3平方米,朝南,低层(共14层),精装修,普通住宅,盛锦苑,东丽 东丽湖,3080771813991429,2023年07月16日
3500,付3押1,2室2厅1卫,86平方米,朝南,低层(共11层),精装修,普通住宅,远洋新干线,东丽 空港经济区,3111950951128075,2023年07月16日
3600,付3押1,2室1厅1卫,94平方米,南北,低层(共29层),精装修,普通住宅,红星国际晶品轩,河东 上杭路,3008280776649729,2023年07月16日
1600,半年付押1,2室1厅1卫,66平方米,南北,共5层,精装修,普通住宅,曹园小区, ,3113235472571394,2023年07月16日
2500,付3押1,2室1厅1卫,100平方米,南北,中层(共8层),精装修,普通住宅,迎春园,塘沽 工农村街,3113102304699407,2023年07月16日
1500,付3押1,2室1厅1卫,78.5平方米,南北,高层(共27层),精装修,普通住宅,沽上江南,津南 咸水沽,3113178667000847,2023年07月16日
4300,付3押1,1室1厅1卫,61平方米,朝北,低层(共66层),精装修,普通住宅,和平翰林公馆,和平 劝业场,3113441262722052,2023年07月16日
4300,付3押1,1室1厅1卫,61平方米,朝北,低层(共66层),精装修,普通住宅,和平翰林公馆,和平 劝业场,3113349050162184,2023年07月16日
1900,付3押1,1室1厅1卫,65.6平方米,朝南,高层(共21层),精装修,普通住宅,新科园,西青 中北,3112106148502534,2023年07月16日
1500,付1押1,1室1厅1卫,60平方米,南北,低层(共30层),精装修,普通住宅,贻成尚北,塘沽 工农村街,3113355398471693,2023年07月15日
1600,付3押1,2室2厅1卫,87.8平方米,南北,低层(共26层),精装修,普通住宅,恒大翡翠华庭,东丽 东丽湖,3113121069064194,2023年07月16日
1400,面议,2室2厅1卫,90平方米,南北,中层(共17层),精装修,普通住宅,挹青园,宝坻 海滨街,3114821460190208,2023年07月16日
2500,付3押1,2室1厅1卫,63.2平方米,西北,高层(共27层),精装修,公寓,北辰红星国际广场(商住楼),商住楼,3096167940530179,2023年07月16日
1600,付3押1,1室1厅1卫,55.6平方米,朝南,高层(共28层),精装修,普通住宅,和苑梦和园,红桥 西营门街,3111584155212806,2023年07月16日
2400,付3押1,2室1厅1卫,95平方米,南北,中层(共11层),精装修,普通住宅,君悦花苑,西青 张家窝,3114405118467079,2023年07月16日
3500,付3押1,2室1厅1卫,65平方米,南北,低层(共6层),精装修,普通住宅,福至里,河西 下瓦房,3112038445703176,2023年07月16日
4200,付3押1,3室2厅2卫,133平方米,南北,低层(共6层),精装修,普通住宅,云锦世家(南区),南区,3113372054955013,2023年07月16日
2500,付3押1,1室2厅1卫,60平方米,南北,低层(共20层),精装修,公寓,君景广场,开发区 第五大街,3093881286286346,2023年07月16日
1700,付3押1,2室1厅1卫,86平方米,朝南,低层(共34层),精装修,普通住宅,远洋城滨翔花园,塘沽 胡家园街,3113427702651910,2023年07月16日
1800,付3押1,2室1厅1卫,97平方米,南北,高层(共24层),精装修,普通住宅,欣雅苑,塘沽 北塘街,3069193382765569,2023年07月16日
3500,付3押1,3室2厅1卫,89平方米,南北,高层(共11层),精装修,普通住宅,金融街融汇,西青 海泰高新区,3113457952416768,2023年07月16日
