租金,押金,户型,面积,朝向,楼层,装修,类型,小区,街道,房屋编码,更新时间
1350,付3押1,2室2厅1卫,87.4平方米,南北,高层(共28层),精装修,普通住宅,恒大翡翠华庭,东丽 东丽湖,3093233496302592,2023年07月16日,1350,付3押1,2室2厅1卫,87.4平方米,南北,高层(共28层),精装修,普通住宅,恒大翡翠华庭,东丽 东丽湖,3093233496302592,2023年07月16日
1600,付3押1,2室1厅1卫,96平方米,南北,中层(共30层),精装修,普通住宅,盛泽园,北辰 青光,3110561214669826,2023年07月15日
4000,面议,3室2厅1卫,91平方米,南北,高层(共14层),精装修,普通住宅,君景广场,开发区 第五大街,3113246702690305,2023年07月16日
4500,付3押1,2室2厅1卫,90平方米,朝南,低层(共16层),豪华装修,普通住宅,睦华里,红桥 铃铛阁街,3114399110978562,2023年07月16日
2400,付3押1,3室2厅1卫,91平方米,南北,高层(共18层),精装修,普通住宅,万科四季花城雅园,西青 张家窝,3114524246172674,2023年07月16日
1800,付3押1,2室2厅1卫,92平方米,南北,高层(共27层),精装修,普通住宅,瞰海轩,滨海新区 滨海城区,3113230819154958,2023年07月16日
3000,付1押1,3室2厅2卫,165平方米,南北,共5层,精装修,普通住宅,先锋公寓, ,3102033798226956,2023年07月16日
1800,付3押1,3室2厅2卫,123平方米,南北,高层(共8层),精装修,普通住宅,蓝光雍锦香颂,津南 咸水沽,3114479923372041,2023年07月16日
1000,半年付押1,1室1厅1卫,78平方米,朝南,低层(共15层),精装修,普通住宅,景瑞花园,武清 徐官屯街,3113134227610625,2023年07月16日
5200,付3押1,3室1厅1卫,128.1平方米,南北,中层(共11层),精装修,普通住宅,汇和家园,河东 春华街,3114723091620878,2023年07月16日
2500,付3押1,3室2厅2卫,120平方米,朝南,高层(共6层),精装修,普通住宅,中建海纳府,开发区 中新生态城,3114618548560904,2023年07月16日
3000,面议,2室1厅1卫,58平方米,朝南,中层(共8层),精装修,普通住宅,振河里,和平 新兴街,3114843300979720,2023年07月16日
2300,半年付,2室2厅1卫,78平方米,南北,高层(共7层),精装修,普通住宅,龙湖天璞,津南 海河教育园区,3110776640496651,2023年07月16日
6200,面议,2室2厅1卫,117平方米,南北,高层(共7层),精装修,普通住宅,宏达公寓(和平),和平,3114447248645133,2023年07月16日
1700,付3押1,2室1厅1卫,84平方米,朝南,低层(共24层),精装修,普通住宅,欣雅苑,塘沽 北塘街,3114813710917636,2023年07月16日
900,付2押1,2室2厅1卫,85平方米,南北,中层(共27层),简单装修,普通住宅,富力新城雍景豪庭,静海 团泊镇,3113134433870849,2023年07月15日
3500,付3押1,3室2厅1卫,128平方米,南北,中层(共6层),精装修,普通住宅,新华里(滨海),滨海,3111915481832458,2023年07月16日
2400,付3押1,2室2厅1卫,68平方米,南北,中层(共6层),简单装修,普通住宅,光华小区,河东 富民路,3083534710218756,2023年07月16日
3000,付3押1,1室1厅1卫,85.6平方米,南北,中层(共18层),精装修,普通住宅,凌奥产业园国际公寓,南开 体育中心,3113471664659460,2023年07月16日
2200,付3押1,1室1厅1卫,40平方米,朝南,高层(共8层),精装修,普通住宅,新城小区,河西 挂甲寺,3113327263276032,2023年07月16日
1900,付3押1,2室1厅1卫,86平方米,南北,高层(共18层),精装修,普通住宅,富锦华庭,北辰 北仓,3113058232705032,2023年07月16日
3200,付3押1,2室1厅1卫,72平方米,南北,高层(共11层),精装修,普通住宅,兰江新苑,河西 小海地,3110694137502721,2023年07月16日
1600,付3押1,2室1厅1卫,55平方米,南北,低层(共6层),精装修,普通住宅,泰来西里,北辰 集贤里,3099275644017673,2023年07月16日
2200,付3押1,3室1厅1卫,71.8平方米,南北,低层(共6层),精装修,普通住宅,拜泉里,北辰 北仓,3113481859374081,2023年07月16日
1100,付3押1,1室1厅1卫,45平方米,朝南,高层(共13层),精装修,普通住宅,宇顺园,塘沽 胡家园街,3111575858748426,2023年07月16日
1250,付3押1,1室1厅1卫,51.8平方米,朝南,高层(共32层),精装修,普通住宅,力高阳光海岸逸海苑,滨海新区 滨海城区,3113562408098826,2023年07月16日
1750,付1押1,1室1厅1卫,48.9平方米,南北,高层(共18层),精装修,普通住宅,碧春园,红桥 双环邨街,3113074405237771,2023年07月16日
1200,面议,2室2厅1卫,100平方米,南北,共5层,精装修,普通住宅,广厦南里西区, ,3112056446409729,2023年07月16日
2800,付3押1,2室2厅2卫,49.8平方米,南北,中层(共23层),精装修,普通住宅,首创大河公馆,河北 新开河街,3113011418192911,2023年07月16日
1100,付3押1,1室1厅1卫,29平方米,朝南,中层(共6层),简单装修,普通住宅,富民路94号院,河东 富民路,3053846030032902,2023年07月16日
1000,付3押1,2室1厅1卫,56平方米,南北,中层(共6层),精装修,普通住宅,引河里,北辰 北仓,3113332222843915,2023年07月16日
1750,付1押1,1室1厅1卫,50平方米,南北,低层(共32层),精装修,普通住宅,融科心贻湾,塘沽 工农村街,3073983408872456,2023年07月16日
2600,付3押1,2室1厅1卫,82平方米,南北,中层(共15层),精装修,普通住宅,万科西庐文韵园,西青 精武,3111644772850688,2023年07月16日
2500,付3押1,1室1厅1卫,47平方米,朝北,高层(共27层),精装修,普通住宅,保利国际博朗园,南开 广开街,3114503583784964,2023年07月16日
1600,半年付押1,2室2厅1卫,87平方米,朝南,高层(共23层),精装修,普通住宅,翠亨花园北里,武清 杨村街,3114560777461773,2023年07月16日
1000,付3押1,1室1厅1卫,50平方米,南北,共5层,精装修,普通住宅,人祥南里, ,3114565627534338,2023年07月16日
2600,半年付押1,3室2厅1卫,115平方米,南北,中层(共16层),精装修,普通住宅,紫泉庭苑,武清 杨村街,3111686377266179,2023年07月16日
1500,付3押1,1室1厅1卫,55平方米,朝南,高层(共27层),精装修,普通住宅,和苑国和园,红桥 西营门街,3106366803517440,2023年07月16日
3100,付3押1,2室1厅1卫,54.5平方米,南北,共4层,精装修,普通住宅,文静里, ,3111773216006159,2023年07月16日
2100,付1押1,1室1厅1卫,60平方米,东南,高层(共28层),精装修,普通住宅,城市之光月光园(商住楼),商住楼,3114687961537537,2023年07月16日
8500,付3押1,3室2厅3卫,203.3平方米,朝南,高层(共27层),精装修,普通住宅,海逸长洲恋海园,河西 梅江,3113553156760590,2023年07月16日
2800,付3押1,2室1厅1卫,90平方米,南北,低层(共27层),精装修,普通住宅,碧桂园天誉,塘沽 大沽街,3113354097926154,2023年07月15日
12000,付3押1,3室2厅3卫,181平方米,西南,高层(共61层),豪华装修,普通住宅,天津雅颂居,河东 大王庄,3113352765121536,2023年07月16日
2400,付3押1,2室1厅1卫,60平方米,西南,高层(共7层),精装修,普通住宅,嘉祥里(河东),河东,3083229915570190,2023年07月16日
2100,付3押1,2室1厅1卫,94平方米,朝南,低层(共18层),精装修,普通住宅,华润橡树湾茗润轩,东丽 华明镇,3114802208776202,2023年07月16日
1500,付3押1,1室1厅1卫,32平方米,朝南,高层(共6层),精装修,普通住宅,南海里,河西 柳林,3113485466247168,2023年07月16日
1500,付3押1,2室2厅1卫,80平方米,朝南,低层(共24层),精装修,普通住宅,秀水馨苑,北辰 小淀,3114748791824395,2023年07月16日
2600,付3押1,2室2厅1卫,90平方米,南北,高层(共24层),精装修,普通住宅,万科海港城(三期),三期,3114865880652800,2023年07月16日
3700,付3押1,2室2厅1卫,91平方米,朝南,中层(共23层),精装修,普通住宅,融科瀚棠丰合园(滨海),滨海,3114469530804230,2023年07月16日
8000,付3押1,2室2厅2卫,149平方米,西南,低层(共61层),精装修,普通住宅,天津雅颂居,河东 大王庄,3114700516367361,2023年07月16日
4000,付3押1,3室1厅1卫,97平方米,朝南,低层(共32层),精装修,普通住宅,天房美棠美塘佳苑,河西 梅江,3114407026727937,2023年07月16日
1400,面议,1室1厅1卫,55平方米,朝南,高层(共23层),精装修,普通住宅,金才园,津南 咸水沽,3111636910349312,2023年07月16日
1600,付3押1,2室1厅1卫,55.7平方米,朝南,中层(共28层),精装修,普通住宅,宜达园,北辰 普东街,3113327362595853,2023年07月16日
1900,付3押1,2室1厅1卫,54.5平方米,东南,中层(共6层),精装修,普通住宅,微山里,河西 陈塘庄,3110699855551495,2023年07月16日
5500,付3押1,1室1厅1卫,67平方米,南北,高层(共57层),精装修,普通住宅,都会轩,和平 体育馆,3093587092480014,2023年07月16日
1900,付1押1,1室1厅1卫,52平方米,南北,高层(共6层),精装修,普通住宅,金冠里,南开 王顶堤,3112197094285317,2023年07月16日
2000,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),精装修,普通住宅,同江里,河西 小海地,3114505276071943,2023年07月16日
2500,面议,2室1厅1卫,76.4平方米,南北,共5层,精装修,普通住宅,雍馨花园, ,3114837061296142,2023年07月16日
6500,付3押1,3室2厅2卫,138平方米,南北,高层(共16层),精装修,普通住宅,郡城世家,和平 南市,3114762713146375,2023年07月16日
2700,付3押1,2室1厅1卫,58.2平方米,朝南,高层(共7层),精装修,普通住宅,级升里,南开 广开街,3114545083950088,2023年07月16日
2200,付1押1,1室1厅1卫,48平方米,南北,高层(共7层),精装修,普通住宅,卫星里(河西),河西,3113327294340107,2023年07月16日
2500,付3押1,2室2厅1卫,100平方米,南北,中层(共7层),精装修,普通住宅,馨苑小区,塘沽 新港街,3112106894991371,2023年07月16日
1600,付3押1,1室1厅1卫,63平方米,南北,高层(共6层),精装修,普通住宅,金宜里,北辰 普东街,3085016471444483,2023年07月16日
2300,付3押1,1室1厅1卫,43.1平方米,西南,中层(共26层),精装修,普通住宅,城市星座,河东 春华街,3111980329131012,2023年07月16日
1400,面议,2室1厅1卫,97平方米,南北,中层(共6层),精装修,普通住宅,顺兴小区,宁河 芦台镇,3114377603638285,2023年07月16日
1300,半年付,2室1厅1卫,88平方米,朝南,低层(共17层),精装修,普通住宅,蝶恋和园,宝坻 宝平街,3113364672766991,2023年07月15日,1300,半年付,2室1厅1卫,88平方米,朝南,低层(共17层),精装修,普通住宅,蝶恋和园,宝坻 宝平街,3113364672766991,2023年07月15日
1400,面议,2室1厅1卫,97平方米,南北,中层(共6层),精装修,普通住宅,顺兴小区,宁河 芦台镇,3093177786278925,2023年07月16日
1498,付3押1,1室1厅1卫,40平方米,南北,高层(共6层),精装修,普通住宅,律笛里,河北 鸿顺里街,3068097959074817,2023年07月16日
2700,付3押1,2室1厅1卫,67.9平方米,南北,高层(共6层),精装修,普通住宅,晓春里,红桥 芥园街,3110642921380870,2023年07月16日
1400,面议,1室1厅1卫,70平方米,南北,低层(共20层),精装修,普通住宅,蓝光雍锦香颂,津南 咸水沽,3112105614859277,2023年07月16日
2100,付3押1,2室1厅1卫,80平方米,朝南,高层(共6层),精装修,普通住宅,长青北里,河北 建昌道街,3112132757791750,2023年07月16日
2200,付3押1,2室1厅1卫,89.8平方米,南北,中层(共18层),精装修,普通住宅,海山南里,东丽 张贵庄街,3114491997971470,2023年07月16日
2400,付3押1,3室2厅1卫,98平方米,南北,低层(共14层),精装修,普通住宅,社会山东苑,西青 张家窝,3114455130790927,2023年07月16日
4000,付3押1,3室2厅2卫,147.5平方米,南北,高层(共6层),精装修,普通住宅,东盈园,河东 春华街,3109055163654159,2023年07月16日
1500,付3押1,1室1厅1卫,38.2平方米,南北,中层(共6层),精装修,普通住宅,文明里,塘沽 杭州道街,3113418998324232,2023年07月16日
2800,付3押1,1室1厅1卫,65平方米,南北,低层(共32层),精装修,普通住宅,绚丽园,河东 大王庄,3113499851351041,2023年07月16日
4200,年付押1,2室1厅1卫,56平方米,南北,共5层,精装修,普通住宅,浦口东里, ,3097725946978319,2023年07月16日
2700,付3押1,2室1厅1卫,99.5平方米,南北,低层(共7层),精装修,普通住宅,瑜峰园,河北 新开河街,3114763286029322,2023年07月16日
3500,付3押1,2室2厅1卫,87.6平方米,朝南,中层(共32层),精装修,普通住宅,北开花园,红桥 大胡同街,3113107014147084,2023年07月16日
2200,面议,1室1厅1卫,52平方米,朝东,中层(共20层),精装修,普通住宅,通达尚城(商住楼),商住楼,3114789853962241,2023年07月16日
2200,面议,2室1厅1卫,85平方米,南北,高层(共28层),精装修,普通住宅,赵沽里新苑,东丽 大毕庄镇,3099253516018699,2023年07月16日
2200,付3押1,2室1厅1卫,71平方米,朝南,高层(共24层),精装修,普通住宅,佳和雅庭,西青 大寺,3114738959457293,2023年07月16日
2500,面议,3室2厅1卫,90平方米,南北,中层(共32层),精装修,普通住宅,保利上河雅颂(南区),南区,3113413535687689,2023年07月16日
2500,付3押1,2室1厅1卫,103平方米,南北,低层(共9层),精装修,普通住宅,碧水家园B区,西青 侯台,3111644155780102,2023年07月16日
3200,面议,2室1厅1卫,65平方米,南北,低层(共6层),精装修,普通住宅,沱江里,南开 嘉陵道,3113112153071621,2023年07月16日
2500,付3押1,3室2厅1卫,89平方米,东西,中层(共7层),精装修,普通住宅,万科金域国际A区,塘沽 大沽街,3111922257355778,2023年07月16日
1600,付3押1,3室2厅1卫,91平方米,南北,中层(共6层),精装修,普通住宅,凤河孔雀城,武清 大王古庄镇,3113398145392654,2023年07月16日
900,付3押1,1室0厅1卫,30平方米,朝南,共5层,精装修, ,融立方, ,3112086592592896,2023年07月16日
1200,年付,2室2厅1卫,86平方米,朝南,低层(共15层),简单装修,普通住宅,泉昇佳苑中区,武清 黄庄街,3113243991628809,2023年07月16日
1600,面议,1室1厅1卫,37平方米,朝南,中层(共6层),精装修,普通住宅,水木天成阁林园,红桥 西沽街,3114726096723976,2023年07月16日,1600,面议,1室1厅1卫,37平方米,朝南,中层(共6层),精装修,普通住宅,水木天成阁林园,红桥 西沽街,3114726096723976,2023年07月16日
2000,付3押1,2室1厅1卫,76.9平方米,南北,中层(共6层),精装修,普通住宅,花园西街小区,塘沽 解放路街,3111920412271628,2023年07月16日,2000,付3押1,2室1厅1卫,76.9平方米,南北,中层(共6层),精装修,普通住宅,花园西街小区,塘沽 解放路街,3111920412271628,2023年07月16日
3300,付3押1,2室1厅1卫,86.1平方米,朝南,中层(共18层),精装修,普通住宅,意境兰庭,东丽 空港经济区,3114570097139712,2023年07月16日
2400,付3押1,2室1厅1卫,85平方米,朝南,中层(共33层),精装修,普通住宅,宜淞园,北辰 宜兴埠,3113280000287751,2023年07月15日
1450,付3押1,1室1厅1卫,39平方米,南北,高层(共6层),精装修,普通住宅,律笛里,河北 鸿顺里街,2964366412323843,2023年07月16日
6500,付3押1,3室2厅2卫,150.4平方米,南北,低层(共26层),精装修,普通住宅,新文化花园新丽居,和平 南市,3111877491710991,2023年07月16日
1600,付3押1,2室2厅1卫,87.6平方米,朝南,高层(共7层),精装修,普通住宅,赏湖苑,东丽 东丽湖,3072509994785800,2023年07月16日
5200,付3押1,3室2厅2卫,155平方米,南北,低层(共11层),精装修,普通住宅,新华园小区,南开 八里台,3113541525118978,2023年07月16日
2000,付3押1,2室1厅1卫,85平方米,南北,高层(共25层),精装修,普通住宅,祥汇园,北辰 集贤里,3110177990369286,2023年07月16日
2800,付3押1,2室1厅1卫,99平方米,南北,高层(共7层),精装修,普通住宅,荔湾公寓,河西 越秀路,3113289877611522,2023年07月16日
3000,付3押1,2室2厅1卫,86平方米,南北,中层(共18层),精装修,普通住宅,意境兰庭,东丽 空港经济区,3113454761010178,2023年07月16日
5800,付3押1,1室1厅1卫,140平方米,东南,低层(共45层),精装修,普通住宅,凯德国贸,河西 大营门,3056652470067206,2023年07月16日
2200,付3押1,2室1厅1卫,87平方米,朝南,低层(共16层),精装修,普通住宅,鲲贝园,开发区 中新生态城,3113046740476939,2023年07月16日
900,付3押1,1室1厅1卫,30平方米,东南,共5层,精装修,普通住宅,悦光年爱车汇广场, ,3113273333701636,2023年07月16日
1500,付3押1,2室2厅1卫,85平方米,朝南,高层(共26层),精装修,普通住宅,东丽湖万科城赏溪苑,东丽 东丽湖,3113517232020481,2023年07月15日,1500,付3押1,2室2厅1卫,85平方米,朝南,高层(共26层),精装修,普通住宅,东丽湖万科城赏溪苑,东丽 东丽湖,3113517232020481,2023年07月15日
1200,付3押1,2室1厅1卫,94平方米,南北,高层(共18层),精装修,普通住宅,弘泽天泽,汉沽 汉沽街,3112068787018758,2023年07月16日
2000,付3押1,3室2厅2卫,118平方米,南北,高层(共8层),精装修,普通住宅,赏湖苑,东丽 东丽湖,3112978469624847,2023年07月16日
2200,付3押1,2室1厅1卫,87平方米,朝南,低层(共16层),精装修,普通住宅,鲲贝园,开发区 中新生态城,3114413964534785,2023年07月16日
3100,付3押1,2室1厅1卫,87平方米,南北,高层(共6层),精装修,普通住宅,美福园(二期),二期,3114401696703491,2023年07月16日
4600,付3押1,2室2厅1卫,108.7平方米,南北,高层(共9层),精装修,普通住宅,桦林园,南开 广开街,3113361450607619,2023年07月16日
2900,付3押1,2室1厅1卫,101平方米,南北,低层(共6层),精装修,普通住宅,敬贤里,河北 铁东路街,3111997224197120,2023年07月14日
3300,付3押1,2室1厅1卫,95平方米,朝南,低层(共24层),精装修,普通住宅,远洋万和城,西青 大寺,3113474453823499,2023年07月16日
2600,付3押1,3室2厅2卫,125平方米,朝东,中层(共11层),精装修,普通住宅,正荣府,北辰 宜兴埠,3105955102515205,2023年07月16日
3200,付3押1,2室2厅1卫,91平方米,南北,高层(共24层),精装修,普通住宅,天成一品一期(天成轩),天成轩,3114424262123535,2023年07月16日
2200,付3押1,2室1厅1卫,56平方米,南北,共5层,精装修,普通住宅,华山里, ,3114729892731912,2023年07月16日
3000,年付,3室2厅1卫,118平方米,南北,中层(共30层),精装修,普通住宅,国耀上河城,北辰 双街镇,3114395089724427,2023年07月16日
4100,付3押1,1室1厅1卫,75平方米,朝南,高层(共28层),精装修,普通住宅,天康园,南开 鼓楼,3110655076933640,2023年07月16日
2000,付3押1,2室1厅1卫,43平方米,朝南,低层(共6层),精装修,普通住宅,抗震里(滨海),滨海,3086257143620610,2023年07月16日
1800,付3押1,1室1厅1卫,44.4平方米,朝南,中层(共6层),精装修,普通住宅,汶川里,南开 嘉陵道,3113543841651726,2023年07月16日
2700,付3押1,2室2厅2卫,110.6平方米,南北,低层(共11层),精装修,普通住宅,世茂国风锦唐,开发区 中新生态城,3110434932597762,2023年07月16日
2400,付3押1,2室1厅1卫,69平方米,南北,高层(共6层),精装修,普通住宅,十三经路18号院,河东 大王庄,3114378013219854,2023年07月16日
7000,付3押1,3室2厅2卫,155平方米,南北,高层(共32层),精装修,普通住宅,仁恒河滨花园,河北 望海楼街,3113510705864705,2023年07月16日
1350,付3押1,1室1厅1卫,59.2平方米,朝南,低层(共25层),精装修,普通住宅,辰发花园,北辰 天穆,3113573721743366,2023年07月16日
1800,付3押1,2室2厅1卫,88平方米,南北,低层(共18层),精装修,普通住宅,雅悦华邸,滨海新区 滨海城区,3114815997320206,2023年07月16日
4700,付3押1,5室1厅2卫,140.8平方米,南北,低层(共18层),精装修,普通住宅,靓锦名居,河东 大直沽,3113453720626177,2023年07月16日
5000,付3押1,3室2厅2卫,151.9平方米,朝南,高层(共24层),精装修,普通住宅,富力津门湖云舒花园,西青 新梅江南,3110536607015951,2023年07月16日
1500,面议,2室1厅1卫,113平方米,朝南,中层(共12层),精装修,普通住宅,京津时尚广场,武清 杨村街,3110703257444363,2023年07月14日
1700,面议,2室1厅1卫,81平方米,朝南,高层(共22层),精装修,普通住宅,瑞佳家园,北辰 佳荣里街,3113089931026446,2023年07月16日
2600,付3押1,2室2厅1卫,85平方米,南北,中层(共15层),简单装修,普通住宅,万科西庐学韵园,西青 精武,3110589625443343,2023年07月16日
4500,付3押1,2室1厅1卫,101.3平方米,朝南,低层(共22层),精装修,普通住宅,气象台路95号增1号建设院家属楼,河西 天塔,3110568672517121,2023年07月16日
2700,面议,1室1厅1卫,80平方米,朝南,中层(共14层),精装修,普通住宅,泰达国际公寓,开发区 第二大街,3114567299162116,2023年07月16日
8300,付3押1,5室2厅2卫,285平方米,南北,共4层,精装修,普通住宅,碧欣园, ,3096198911401986,2023年07月16日
1400,付3押1,2室1厅1卫,78平方米,南北,高层(共32层),精装修,普通住宅,绅湖公馆,塘沽 滨海高新区,3114458287135755,2023年07月16日
2400,付3押1,2室2厅1卫,102平方米,南北,高层(共10层),精装修,普通住宅,碧水家园DE区,西青 侯台,3113090763529230,2023年07月15日
3000,付3押1,2室1厅1卫,118平方米,南北,中层(共7层),精装修,普通住宅,蝶桥公寓,河东 大直沽,3113478873291784,2023年07月16日
4000,付3押1,1室1厅1卫,82平方米,朝南,高层(共48层),精装修,普通住宅,铂津湾南苑(商住楼),商住楼,3048237626598403,2023年07月16日
5000,付3押1,2室1厅1卫,90.5平方米,南北,共5层,精装修,普通住宅,宁乐西里, ,3113577930431489,2023年07月15日
2500,付3押1,1室1厅1卫,81平方米,朝南,低层(共28层),精装修,普通住宅,旭辉御府,西青 中北,3113019539596300,2023年07月16日
4300,付3押1,2室1厅1卫,89平方米,朝南,中层(共26层),精装修,普通住宅,富力津门湖景尚嘉郡花园,西青 李七庄,3110538982023178,2023年07月16日
1500,付3押1,1室1厅1卫,40平方米,南北,高层(共8层),精装修,普通住宅,礼貌东里小区,红桥 西沽街,3111643918359567,2023年07月16日
2300,面议,2室1厅1卫,70平方米,朝东,中层(共24层),精装修,普通住宅,万汇文化广场,西青 中北,3113429241013255,2023年07月15日
3900,付3押1,3室1厅1卫,67平方米,朝南,中层(共22层),精装修, ,七贤南里(商住楼),商住楼,2921936135840773,2023年07月16日
2800,付3押1,2室1厅1卫,86平方米,南北,低层(共18层),精装修,普通住宅,意境兰庭,东丽 空港经济区,3112012381069321,2023年07月16日
1300,付3押1,3室1厅1卫,93平方米,南北,高层(共15层),精装修,普通住宅,新城悦隽风华滨斓苑,北辰 大张庄镇,3113178962894863,2023年07月16日
1500,付3押1,2室1厅1卫,76.8平方米,朝南,低层(共29层),精装修,普通住宅,城际美景,北辰 双街镇,3113476431765515,2023年07月16日
3000,付3押1,2室2厅2卫,68平方米,南北,低层(共6层),精装修,普通住宅,紫荆花园,塘沽 工农村街,3111924827808768,2023年07月16日
2400,付3押1,3室1厅1卫,110平方米,南北,高层(共18层),精装修,普通住宅,都旺新城竹芳园,北辰 果园新村,3095146551780364,2023年07月16日
1300,付3押1,2室2厅1卫,93平方米,南北,低层(共15层),精装修,普通住宅,天嘉湖花园,津南 津南八里台,3113451791458311,2023年07月16日
2900,付3押1,2室2厅1卫,90平方米,朝南,中层(共11层),精装修,普通住宅,中铁建梧桐苑,东丽 空港经济区,3114436636007431,2023年07月16日
2000,付1押1,2室1厅1卫,46平方米,朝南,高层(共6层),精装修,普通住宅,军民里,河北 鸿顺里街,3111878840769543,2023年07月16日
3000,付3押1,2室1厅1卫,100平方米,东北,高层(共32层),精装修, ,融创滨海中心,塘沽 西大沽街,3111672360868865,2023年07月16日
3000,付3押1,2室2厅1卫,85平方米,南北,低层(共33层),精装修,普通住宅,南益名悦湾,塘沽 解放路街,3114674816310279,2023年07月16日
3400,付3押1,2室1厅1卫,77.5平方米,南北,高层(共30层),精装修,普通住宅,永基花园,南开 广开街,3111627966192644,2023年07月16日
