租金,押金,户型,面积,朝向,楼层,装修,类型,小区,街道,房屋编码,更新时间
1500,面议,2室1厅1卫,77.3平方米,朝南,中层(共18层),精装修,普通住宅,新城悦隽风华滨斓苑,北辰 大张庄镇,3112110742806533,2023年07月16日
3600,付3押1,2室1厅1卫,75平方米,朝东,低层(共6层),精装修,普通住宅,平山里(北区),北区,3114778224336904,2023年07月16日
3600,付3押1,2室1厅1卫,88平方米,南北,高层(共23层),精装修,普通住宅,万科滨海大都会观塘苑,滨海新区 滨海城区,3075051527169033,2023年07月16日
2200,付3押1,1室1厅1卫,58.5平方米,朝南,中层(共7层),简单装修,普通住宅,华泰园,河北 新开河街,3072098340282372,2023年07月16日
2000,付3押1,1室1厅1卫,24.3平方米,朝南,中层(共8层),精装修,普通住宅,元兴新里,河西 桃园街,3069610739049484,2023年07月16日
2500,面议,1室1厅1卫,44.9平方米,朝南,低层(共11层),精装修,普通住宅,爱家星河花园,河北 宁园街,2892297548997640,2023年07月16日
2100,付3押1,2室1厅1卫,93平方米,朝南,中层(共32层),精装修,普通住宅,融科贻锦台,塘沽 工农村街,3113123738575884,2023年07月16日
4200,付3押1,1室1厅1卫,73.8平方米,南北,高层(共31层),精装修,普通住宅,天康园,南开 鼓楼,3113125948054534,2023年07月16日
1800,付3押1,2室2厅1卫,87.6平方米,南北,低层(共7层),精装修,普通住宅,赏湖苑,东丽 东丽湖,3112978901229579,2023年07月16日
3700,付3押1,2室1厅1卫,91.3平方米,南北,低层(共7层),精装修,普通住宅,琴海公寓,河北 光复道街,3103469578804228,2023年07月16日
4250,面议,2室1厅1卫,95.8平方米,朝南,低层(共13层),精装修,普通住宅,富贾花园,河北 宁园街,3084722328069135,2023年07月16日
2400,付3押1,2室1厅1卫,70平方米,南北,中层(共6层),精装修,普通住宅,十三经路18号院,河东 大王庄,3110179523011585,2023年07月16日
2400,付1押1,1室1厅1卫,50平方米,南北,高层(共28层),精装修,普通住宅,塞纳公馆,南开 王顶堤,3113421918182413,2023年07月16日
2400,付3押1,2室1厅0卫,91平方米,南北,中层(共6层),精装修,普通住宅,动检楼,开发区 第三大街,3097797815999495,2023年07月16日
2200,付3押1,3室1厅1卫,99平方米,南北,高层(共6层),简单装修,普通住宅,柳苑公寓,河西 柳林,3107638600934401,2023年07月15日
1850,付3押1,2室1厅1卫,66.9平方米,东南,高层(共24层),精装修,普通住宅,富瀛洲花园,河北 建昌道街,3114698099270667,2023年07月16日
1600,付3押1,2室1厅1卫,81平方米,南北,高层(共6层),简单装修,普通住宅,延川里(滨海),滨海,3108816816676870,2023年07月15日
3500,付3押1,2室1厅1卫,50平方米,朝南,共5层,简单装修,普通住宅,新三多里, ,3106428760529931,2023年07月16日
1400,面议,2室1厅1卫,97平方米,南北,高层(共24层),精装修,普通住宅,欣裕苑,塘沽 北塘街,3113228605578248,2023年07月16日
2500,付3押1,3室1厅1卫,90.4平方米,朝南,高层(共16层),精装修,普通住宅,社会山东苑,西青 张家窝,3070934683900943,2023年07月16日
2900,付3押1,2室1厅1卫,58平方米,朝南,高层(共23层),精装修,普通住宅,金盛国际,南开 鼓楼,3112050158590976,2023年07月15日
3200,付3押1,3室1厅1卫,41.2平方米,朝南,低层(共6层),简单装修,普通住宅,临平里,南开 向阳路,3106005954732041,2023年07月16日
3000,面议,3室2厅1卫,117.1平方米,南北,中层(共13层),精装修,普通住宅,瑞盈园,北辰 瑞景街,3112051992402945,2023年07月16日
2400,付3押1,2室1厅2卫,76平方米,南北,共5层, ,普通住宅,第六大道道俊华园, ,3109350886499329,2023年07月16日
1600,付1押1,1室1厅1卫,60平方米,朝南,中层(共6层),精装修,普通住宅,宇泰家园,西青 大寺,3114785672879109,2023年07月16日
3000,付3押1,2室1厅1卫,113平方米,南北,低层(共6层),精装修,普通住宅,秀丽园,河东 鲁山道,3113630098791433,2023年07月16日
2300,付3押1,1室1厅1卫,32.1平方米,东北,中层(共8层),简单装修,普通住宅,裕德里,和平 南市,3111943512759304,2023年07月16日
1400,半年付押1,2室1厅1卫,87平方米,南北,中层(共27层),精装修,普通住宅,凤河孔雀城,武清 大王古庄镇,3114890018561032,2023年07月16日
2000,付3押1,1室1厅1卫,32.5平方米,朝西,共4层,简单装修,普通住宅,五爱里, ,3107807527657472,2023年07月16日
800,年付,2室1厅1卫,80.5平方米,南北,高层(共6层),简单装修,普通住宅,安裕新村,蓟州 文昌街,3110599140598786,2023年07月16日
2500,付3押1,3室1厅1卫,90平方米,朝南,中层(共13层),精装修,普通住宅,合景领峰领世园,塘沽 渤海石油街,3113396266064902,2023年07月16日
1200,付3押1,1室1厅1卫,58平方米,朝南,高层(共18层),精装修,普通住宅,瞰海轩,滨海新区 滨海城区,3113246794423301,2023年07月16日
1400,付1押1,1室1厅1卫,37.4平方米,朝北,中层(共6层),简单装修,普通住宅,新义信里,河东 大王庄,3092144555826183,2023年07月16日
1750,付3押1,1室1厅1卫,47.4平方米,朝南,高层(共7层),简单装修,普通住宅,米兰金狮家园,河北 望海楼街,3106245146780675,2023年07月16日
1850,付3押1,1室1厅1卫,49平方米,朝南,中层(共11层),精装修,公寓,颐景公寓,东丽 空港经济区,3114527758556167,2023年07月16日
2100,付3押1,1室1厅1卫,48.6平方米,朝东,低层(共6层),简单装修,普通住宅,苏堤东里,南开 万兴街,3104636389041156,2023年07月16日
2500,付3押1,3室2厅1卫,94平方米,南北,低层(共7层),精装修,普通住宅,锦绣大家,津南 海河教育园区,3016781786459150,2023年07月16日
900,付3押1,1室1厅1卫,61平方米,南北,中层(共6层),简单装修,普通住宅,新澳花园,汉沽 河西,3104472131200006,2023年07月16日
1400,付3押1,1室1厅1卫,33平方米,朝南,低层(共6层),简单装修,普通住宅,永进楼,红桥 咸阳北路街,3108835788055563,2023年07月15日
1600,年付押1,3室2厅2卫,118平方米,南北,中层(共6层),简单装修,普通住宅,阳光小区(蓟县),蓟县,3106434855773191,2023年07月16日
1000,付3押1,1室1厅1卫,78.8平方米,朝南,高层(共26层),精装修,普通住宅,潞河丽苑,北辰 北仓,3114392850293763,2023年07月16日
1300,付3押1,2室1厅1卫,72平方米,南北,共5层,简单装修,普通住宅,永福里, ,3110287785418756,2023年07月16日,1300,付3押1,2室1厅1卫,72平方米,南北,共5层,简单装修,普通住宅,永福里, ,3110287785418756,2023年07月16日
4500,付3押1,2室2厅1卫,104平方米,南北,低层(共6层),精装修,普通住宅,东风里(河西),河西,3113312719592450,2023年07月16日
1400,付3押1,1室1厅1卫,58.4平方米,南北,中层(共6层),简单装修,普通住宅,子牙里,红桥 西于庄街,3110517519311872,2023年07月16日,1400,付3押1,1室1厅1卫,58.4平方米,南北,中层(共6层),简单装修,普通住宅,子牙里,红桥 西于庄街,3110517519311872,2023年07月16日
1500,付3押1,1室0厅1卫,46平方米,南北,共4层,精装修,普通住宅,学畔馨园, ,3114841780460544,2023年07月16日
1400,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,颂贤里,河北 铁东路街,3092189902364681,2023年07月16日,1400,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,颂贤里,河北 铁东路街,3092189902364681,2023年07月16日
1300,付3押1,1室0厅1卫,42平方米,朝南,高层(共20层),精装修,普通住宅,九洲创意园,津南 双港,3113277562674176,2023年07月16日
1500,付3押1,1室1厅1卫,61.1平方米,朝南,高层(共18层),精装修,普通住宅,荣居园,北辰 青光,3113331937353734,2023年07月16日
1600,付3押1,3室1厅1卫,92.7平方米,朝南,中层(共11层),精装修, ,赏湖苑,东丽 东丽湖,3093372580078597,2023年07月16日
1550,付3押1,2室0厅1卫,50平方米,东西,共4层,精装修, ,天辰公寓, ,2885192574753806,2023年07月16日
2200,付3押1,2室1厅1卫,40平方米,南北,高层(共6层),精装修,普通住宅,富平里,南开 向阳路,3059612294011909,2023年07月16日
1600,面议,2室2厅1卫,100平方米,南北,中层(共6层),精装修,普通住宅,怡君园,蓟州 罗庄子镇,3109221665135628,2023年07月16日
2200,付1押1,2室2厅1卫,93平方米,南北,中层(共24层),精装修,普通住宅,启航嘉园,开发区 第五大街,3114616702639111,2023年07月16日
1900,付1押1,1室1厅1卫,52平方米,南北,高层(共6层),精装修,普通住宅,盈江西里,南开 天拖南,3111964537364493,2023年07月16日
1900,付3押1,1室1厅1卫,50平方米,朝南,低层(共26层),精装修,普通住宅,云江新苑,河西 小海地,3113353849117711,2023年07月16日
1500,付3押1,2室1厅1卫,55平方米,朝北,中层(共17层),精装修,普通住宅,一商友谊广场,汉沽 河西,3101708362226698,2023年07月16日
4500,付3押1,2室2厅1卫,87.7平方米,南北,低层(共32层),精装修,普通住宅,天康园,南开 鼓楼,3112092270698511,2023年07月15日
1900,付3押1,1室1厅1卫,57平方米,朝东,低层(共23层),精装修,普通住宅,兰江新苑,河西 小海地,3113749685575691,2023年07月16日
1900,付3押1,3室1厅1卫,95平方米,南北,低层(共25层),精装修,普通住宅,盛逸园,北辰 青光,3113329458028555,2023年07月16日
2500,付3押1,3室2厅1卫,92平方米,南北,低层(共18层),精装修,普通住宅,万科金域国际C区,塘沽 渤海石油街,3111910132849667,2023年07月14日
1600,付3押1,1室1厅1卫,55平方米,朝南,中层(共30层),精装修,普通住宅,和苑梦和园,红桥 西营门街,3114726946266119,2023年07月16日
3499,付3押1,2室1厅1卫,86.6平方米,朝南,中层(共22层),精装修,普通住宅,诗景颂苑,河北 建昌道街,3088016998982658,2023年07月16日
1500,面议,3室2厅2卫,143平方米,南北,中层(共25层),精装修,普通住宅,碧桂园映月庭院,津南 津南八里台,3046572634823685,2023年07月16日
1200,付3押1,1室1厅1卫,45平方米,南北,高层(共24层),精装修,普通住宅,远洋城滨华花园,塘沽 胡家园街,3113576640619528,2023年07月16日
1500,半年付,1室1厅1卫,49平方米,南北,高层(共7层),精装修,普通住宅,汶川里,南开 嘉陵道,3113116647169030,2023年07月15日
1500,付3押1,2室1厅1卫,50平方米,南北,高层(共6层),精装修,普通住宅,凤岐里,河东 东新街,3112921725051919,2023年07月16日
1600,付3押1,1室1厅1卫,54平方米,朝南,低层(共11层),精装修,普通住宅,华润橡树湾香润轩,东丽 华明镇,3113684019387402,2023年07月15日,1600,付3押1,1室1厅1卫,54平方米,朝南,低层(共11层),精装修,普通住宅,华润橡树湾香润轩,东丽 华明镇,3113684019387402,2023年07月15日
2000,年付押1,2室2厅1卫,95.8平方米,南北,中层(共27层),精装修,普通住宅,曲院风荷,蓟州 文昌街,3087963246945285,2023年07月15日
1500,面议,1室1厅1卫,49.7平方米,南北,中层(共6层),精装修,普通住宅,金苑公寓,红桥 双环邨街,3111872946102280,2023年07月14日
2000,付3押1,2室2厅1卫,78平方米,朝南,中层(共9层),精装修,普通住宅,溪清苑,西青 中北,3112975599313933,2023年07月16日
1950,付1押1,2室1厅1卫,75平方米,南北,高层(共6层),精装修,普通住宅,昆仑北里B区,东丽 万新街,3114724574649354,2023年07月16日
2000,付3押1,1室1厅1卫,45.5平方米,朝南,高层(共31层),精装修,普通住宅,中海御湖翰苑(商住楼),商住楼,3062280602885132,2023年07月16日
3500,付3押1,1室1厅1卫,73平方米,南北,高层(共25层),精装修,普通住宅,凯摩国际公寓,南开 体育中心,3113333016192007,2023年07月16日
2000,付3押1,2室2厅1卫,98平方米,南北,共5层,精装修,普通住宅,前程里(滨海),大港 迎新街,3114751690973193,2023年07月16日
1800,付3押1,2室1厅1卫,91.4平方米,南北,高层(共29层),精装修,普通住宅,融创璟园,北辰 果园新村,3098928164052994,2023年07月16日
2700,付3押1,3室1厅1卫,87平方米,南北,高层(共21层),精装修,普通住宅,万海华府南苑,塘沽 新港街,3114713564880898,2023年07月16日
2650,付1押1,1室1厅1卫,47平方米,朝南,高层(共16层),精装修,普通住宅,晋丰大厦(商住楼),商住楼,3113321097059328,2023年07月16日
2700,付3押1,3室2厅1卫,89平方米,南北,低层(共7层),精装修,普通住宅,锦绣大家,津南 海河教育园区,2978806805339146,2023年07月16日
2000,付3押1,2室2厅1卫,100平方米,南北,中层(共6层),精装修,普通住宅,莱茵小镇美泉苑,西青 杨柳青,3113454923539459,2023年07月16日
1000,面议,2室1厅1卫,56平方米,南北,共4层,精装修,普通住宅,老棉纺家属院, ,3112047332350991,2023年07月15日
2500,付3押1,3室2厅1卫,90.4平方米,朝南,高层(共32层),精装修,普通住宅,富力尚悦居,武清 杨村街,3114736203013135,2023年07月16日
5200,面议,2室1厅1卫,92.6平方米,南北,高层(共28层),精装修,普通住宅,新都大厦小区,南开 万兴街,3113067479737353,2023年07月16日
1900,付3押1,1室1厅1卫,45平方米,朝南,低层(共29层),精装修,普通住宅,花样年喜年广场,河西 梅江南,3111927958265861,2023年07月16日
1700,付3押1,2室1厅1卫,94.3平方米,南北,中层(共6层),精装修,普通住宅,晨晖北里,大港 迎宾街,3113131838678019,2023年07月16日
6000,付3押1,3室2厅1卫,179.9平方米,南北,高层(共37层),精装修,普通住宅,紫乐名轩,河东 一号桥,3114724709901323,2023年07月16日
2300,付3押1,2室2厅1卫,82平方米,南北,低层(共14层),精装修,普通住宅,兰雅苑,东丽 新立镇,3113506358600707,2023年07月16日
2100,付3押1,2室1厅1卫,98.5平方米,南北,高层(共25层),精装修,普通住宅,胡北小镇,塘沽 新河街,3113061609299981,2023年07月16日
2500,付3押1,2室1厅1卫,90平方米,南北,共5层,精装修,普通住宅,智达里, ,3114845758153735,2023年07月16日
1800,付3押1,2室2厅1卫,108.3平方米,南北,中层(共18层),精装修,普通住宅,盛锦苑,东丽 东丽湖,3114449195328519,2023年07月16日
7200,面议,1室1厅1卫,74平方米,朝南,低层(共34层),精装修,普通住宅,犀地,和平 新兴街,3109007766971397,2023年07月16日
4300,付1押1,2室1厅1卫,122平方米,南北,高层(共15层),精装修,普通住宅,翰雅园,南开 天拖南,3110754925043714,2023年07月16日
6000,付3押1,1室1厅1卫,70.9平方米,朝南,中层(共62层),精装修,公寓,和平翰林公馆,和平 劝业场,3111978686077958,2023年07月16日
1900,付3押1,2室1厅1卫,64平方米,朝南,低层(共28层),精装修,普通住宅,和苑全和园,红桥 西营门街,3111971169821699,2023年07月16日
2500,付3押1,2室1厅1卫,62平方米,南北,中层(共6层),精装修,普通住宅,云阳西里,南开 嘉陵道,3111615287090186,2023年07月16日
2500,付1押1,2室1厅1卫,98平方米,朝南,低层(共6层),精装修,普通住宅,宇泰家园,西青 大寺,3114788714930180,2023年07月16日
1800,付3押1,2室1厅1卫,75平方米,西南,高层(共25层),精装修,普通住宅,福松源庄二期,津南 双港,3098990073994247,2023年07月15日
2400,付3押1,2室2厅1卫,109平方米,南北,中层(共6层),精装修,普通住宅,河华里,塘沽 塘沽新村街,3111577450733569,2023年07月16日
2300,付3押1,1室1厅1卫,47.3平方米,南北,中层(共6层),精装修,普通住宅,云阳西里,南开 嘉陵道,3113511178427393,2023年07月16日
3400,付3押1,2室1厅1卫,88平方米,东北,高层(共53层),精装修,普通住宅,卓越浅水湾,河东 大王庄,3111913063818244,2023年07月16日
1900,付1押1,2室1厅1卫,81平方米,朝南,高层(共6层),精装修,普通住宅,燕宇花园,西青 中北,3112175781864452,2023年07月15日
2200,付3押1,2室1厅1卫,71平方米,南北,低层(共30层),精装修,普通住宅,新城家园,塘沽 新港街,3110480301382668,2023年07月16日
5000,付3押1,2室2厅2卫,130平方米,南北,低层(共26层),精装修,普通住宅,融创奥城天玺,南开 体育中心,3101723522195460,2023年07月16日
2500,付1押1,2室2厅1卫,102平方米,南北,低层(共28层),精装修,普通住宅,红磡领世郡人才公寓,津南 双港,3114395987402756,2023年07月16日
1800,付3押1,2室1厅1卫,80平方米,南北,中层(共16层),精装修,普通住宅,王村金祥园,西青 大寺,3113462493371392,2023年07月16日
4100,付3押1,2室1厅1卫,86平方米,朝南,中层(共28层),精装修,普通住宅,铜锣湾花园,南开 鼓楼,3111635077391366,2023年07月16日
2350,付3押1,2室1厅1卫,76.8平方米,朝南,低层(共22层),精装修,普通住宅,紫云雅苑,塘沽 新港街,3109394666873867,2023年07月16日
2200,面议,3室2厅1卫,95平方米,南北,中层(共7层),精装修,普通住宅,华远景瑞海蓝城,津南 咸水沽,3113073747303432,2023年07月15日
2500,面议,1室1厅1卫,53.3平方米,南北,中层(共24层),精装修,普通住宅,风湖里,南开 学府街,3096300276669448,2023年07月16日
4000,付3押1,2室2厅1卫,87平方米,南北,低层(共29层),精装修,普通住宅,五福里,河西 陈塘庄,3114525691192325,2023年07月16日
3800,面议,2室2厅1卫,93平方米,南北,高层(共31层),精装修,其他,天浦园,河西 梅江南,3103180790341644,2023年07月16日
2000,付3押1,2室1厅1卫,98平方米,南北,中层(共12层),精装修,普通住宅,金旺南里,西青 精武,3111981933699085,2023年07月16日
2400,付3押1,3室2厅1卫,103平方米,南北,中层(共11层),精装修,普通住宅,恒大悦湖公馆,塘沽 滨海高新区,3111688304730123,2023年07月16日
3300,付3押1,2室1厅1卫,87平方米,南北,高层(共53层),豪华装修,普通住宅,卓越浅水湾,河东 大王庄,3111971524092935,2023年07月16日
2600,付3押1,3室2厅1卫,106平方米,南北,高层(共34层),精装修,普通住宅,远洋城滨瑞花园,塘沽 胡家园街,3110735684033542,2023年07月16日
3300,付3押1,2室1厅1卫,85平方米,朝东,高层(共46层),豪华装修,普通住宅,卓越浅水湾,河东 大王庄,3112006870836231,2023年07月16日
1200,付3押1,1室1厅1卫,40平方米,朝东,高层(共24层),精装修,普通住宅,普泽家园,北辰 宜兴埠,3113242737073160,2023年07月16日
1600,付3押1,2室1厅1卫,99平方米,南北,低层(共29层),精装修,普通住宅,华城馨苑,汉沽 汉沽街,3111950675403782,2023年07月16日
1000,付3押1,1室1厅1卫,78.8平方米,朝南,高层(共26层),精装修,普通住宅,潞河丽苑,北辰 北仓,3113482067420166,2023年07月16日
3300,付3押1,2室1厅1卫,85平方米,朝东,高层(共45层),豪华装修,普通住宅,卓越浅水湾,河东 大王庄,3111884745548809,2023年07月16日
2000,付3押1,3室2厅2卫,127平方米,南北,高层(共33层),精装修,普通住宅,力高阳光海岸雍海苑,开发区 中新生态城,3111693849239560,2023年07月14日
2800,面议,2室2厅1卫,80.3平方米,南北,高层(共27层),精装修,普通住宅,鸿坤原乡郡,武清 杨村街,3111709269285895,2023年07月16日
7500,付3押1,3室2厅2卫,160平方米,南北,高层(共26层),精装修,其他,时代奥城,南开 体育中心,3096027929255950,2023年07月15日
600,付3押1,1室0厅1卫,26平方米,朝南,中层(共6层),简单装修,普通住宅,高峰里,北辰 果园新村,2990436491615234,2023年07月16日
1300,付3押1,1室2厅1卫,61.5平方米,朝南,高层(共7层),简单装修,普通住宅,霞光里(北辰),北辰,3108827458380815,2023年07月16日
2500,付3押1,1室2厅2卫,48.9平方米,朝西,高层(共24层),简单装修,普通住宅,北宁湾宁宇家园(商住楼),商住楼,3105987590822925,2023年07月16日
2500,付3押1,2室1厅1卫,90平方米,南北,中层(共9层),简单装修,普通住宅,上杭花园,河东 向阳楼,3109125557739530,2023年07月13日
600,面议,1室1厅1卫,57平方米,朝南,高层(共17层),简单装修,普通住宅,金水湾花园,宝坻 霍各庄镇,3110107958190089,2023年07月16日
2300,付3押1,3室2厅1卫,112平方米,朝南,低层(共27层),简单装修,普通住宅,欧铂城小区,北辰 小淀,3107741648249868,2023年07月16日
1600,付1押1,1室1厅1卫,36.5平方米,朝西,低层(共8层),简单装修,普通住宅,辰润里,河北 鸿顺里街,3106409427033103,2023年07月16日
1300,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,民宜里,北辰 普东街,3105947078157324,2023年07月16日
2100,付3押1,1室1厅1卫,57.5平方米,朝东,中层(共12层),简单装修,普通住宅,琴海公寓,河北 光复道街,3107612494060557,2023年07月16日
1900,付3押1,2室1厅1卫,90平方米,南北,共5层,简单装修,普通住宅,水岸华庭(津南),津南 咸水沽,3105991532912644,2023年07月15日
2000,付3押1,2室1厅1卫,69平方米,朝南,高层(共6层),简单装修,普通住宅,津塘路2号楼,河东 大王庄,3110176967615490,2023年07月16日
1300,付3押1,1室1厅1卫,48平方米,朝南,高层(共6层),简单装修,普通住宅,阳安里,河东 向阳楼,3109092730232845,2023年07月15日
1500,付3押1,2室1厅1卫,72平方米,南北,高层(共6层),简单装修,普通住宅,黄岩里,河东 二号桥,3110173502513152,2023年07月16日
2800,付3押1,1室1厅1卫,35平方米,东西,共3层,精装修,其他,大理道小区, ,3104615042899973,2023年07月16日
1700,付3押1,2室1厅1卫,82平方米,东西,高层(共7层),简单装修,普通住宅,宜君北里,南开 向阳路,3104548016988174,2023年07月12日
2400,付3押1,2室1厅1卫,38平方米,朝南,高层(共6层),精装修,普通住宅,文化村小区,和平 南营门,3110293525848077,2023年07月16日
1200,付3押1,1室1厅1卫,35平方米,朝南,高层(共6层),简单装修,普通住宅,芥园里,南开 向阳路,3104923157192715,2023年07月16日
1700,付3押1,1室1厅1卫,45平方米,朝东,低层(共7层),简单装修,普通住宅,日方里,河北 鸿顺里街,3106175842951178,2023年07月16日
2400,付3押1,2室1厅1卫,58.3平方米,南北,高层(共6层),简单装修,普通住宅,林苑西里,南开 王顶堤,3110513645003782,2023年07月16日
1800,付3押1,1室1厅1卫,34平方米,朝南,低层(共6层),精装修,普通住宅,互助南里,河东 中山门,3108978355102725,2023年07月16日
2500,付3押1,1室1厅1卫,60平方米,朝南,高层(共18层),简单装修,普通住宅,世家新苑,和平 新兴街,3106320079266818,2023年07月16日
1800,付3押1,1室1厅1卫,23.9平方米,朝南,中层(共6层),精装修,普通住宅,彩霞里,南开 向阳路,3092098968658945,2023年07月16日
1600,付3押1,2室1厅1卫,60.4平方米,南北,高层(共6层),简单装修,普通住宅,满江北里,河北 靖江路街,3107301874689034,2023年07月15日
1800,付3押1,1室1厅1卫,42.9平方米,朝西,高层(共6层),简单装修,普通住宅,风湖里,南开 学府街,3105158224700416,2023年07月16日
4500,付3押1,2室2厅1卫,102平方米,南北,共5层,简单装修,普通住宅,凯立天香家园, ,3111621399731214,2023年07月15日
2700,付3押1,2室1厅1卫,55.5平方米,南北,中层(共6层),简单装修,普通住宅,民族楼,红桥 铃铛阁街,3106540025192457,2023年07月16日
3900,付3押1,1室1厅1卫,73.9平方米,东南,高层(共25层), , ,凯摩国际公寓,南开 体育中心,2708701175784455,2023年07月16日
2100,付3押1,1室1厅1卫,53平方米,朝南,低层(共18层),简单装修,普通住宅,和瑞园,西青 李七庄,3096130628345870,2023年07月14日
1500,付3押1,1室1厅1卫,48.2平方米,朝南,高层(共6层),简单装修,普通住宅,珠峰里,河西 小海地,3110767329092617,2023年07月16日
2300,付3押1,3室1厅1卫,92平方米,朝南,高层(共33层),简单装修,普通住宅,北宁湾宁宇家园,河北 铁东路街,3109214169373710,2023年07月16日
1700,付3押1,2室1厅1卫,55平方米,南北,低层(共6层),简单装修,普通住宅,宁城楼,红桥 咸阳北路街,3107718374252546,2023年07月16日
1400,付3押1,1室1厅1卫,46平方米,南北,高层(共7层),简单装修,普通住宅,正德里,塘沽 塘沽新村街,3110437408596999,2023年07月16日
